Assigned to,id,name,address1,zip,country,latitude,longitude,phone,Yelp URL of Business,City Page,Notes,Yelp search URL
SM,6944,ABC SUPER MARKET INC,641 BROADWAY ST,94133,US,37.797753,-122.407597,,unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:6944,,"http://www.yelp.com/search?find_desc=ABC SUPER MARKET INC#find_loc=641 BROADWAY ST,sf"
,39081,NATURAL TEA SHOP,1199 STOCKTON ST #D,94133,US,37.796583,-122.408413,,natural-tea-shop-san-francisco-2,,,
,37256,MISSION NOODLE HOUSE,4845 MISSION ST,94112,US,37.720853,-122.437649,,mission-noodle-house-san-francisco,,,
,60425,SCREAM LLC,1 FERRY BUILDING,94111,US,,,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:60425,,"http://www.yelp.com/search?find_desc=SCREAM LLC#find_loc=1 FERRY BUILDING,sf"
,59608,URBAN BREAD,270 NOE ST,94107,US,,,,urban-bread-san-francisco,,,
,69675,SPICE ACE,1821 STEINER ST,94115,US,37.78609,-122.435015,,spice-ace-san-francisco,,,
JN,40,MO'S COFFEE BAR,750 FOLSOM ST,94107,US,37.782674,-122.400456,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:40,located in YB Skating Rink,
,4894,SUNRISE MARKET,688 HAIGHT ST,94117,US,37.771748,-122.433493,,sunrise-market-san-francisco,,,
,64946,HOUSE OF SHIELDS,39 NEW MONTGOMERY ST,94105,US,37.78826,-122.401362,,house-of-shields-san-francisco,,,
,60963,FRAICHE YOGURT,1910 FILLMORE ST,94115,US,37.787386,-122.433476,14155676876,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:60963,,"http://www.yelp.com/search?find_desc=FRAICHE YOGURT#find_loc=1910 FILLMORE ST,sf"
MW,70459,GARAJE,475 03RD ST,94107,US,37.781572,-122.396081,,http://www.yelp.com/biz/garaje-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:70459,,"http://www.yelp.com/search?find_desc=GARAJE#find_loc=475 03RD ST,sf"
kl,395,SF MARRIOTT HOTEL PANTRY 4/F,55 04TH ST,94103,US,37.784964,-122.404752,,-unmatched,,,
,61357,SMUGGLER'S COVE,650 GOUGH ST,94102,US,,,,smugglers-cove-san-francisco,,,
,2155,DOMINO'S PIZZA,320 BAYSHORE BLVD #B,94124,US,37.742738,-122.405544,14155648400,dominos-pizza-san-francisco-4,,,
,67154,RIVER SIDE RESTAURANT,1201 VICENTE ST,94116,US,37.739065,-122.479769,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:67154,,"http://www.yelp.com/search?find_desc=RIVER SIDE RESTAURANT#find_loc=1201 VICENTE ST,sf"
,35221,GOLDEN FLOWER VIETNAMESE RESTAURANT,667 JACKSON ST,94133,US,37.796026,-122.406202,,golden-flower-vietnamese-restaurant-san-francisco,,,
,27525,LARK CREEK STEAK,845 MARKET ST 402,94103,US,37.784848,-122.406892,,lark-creek-steak-san-francisco,,,
,3693,NEW HING LUNG RESTAURANT,1556 NORIEGA ST,94122,US,37.754123,-122.48031,,new-hing-lung-restaurant-san-francisco,,,
,61806,PAULIE'S PICKLING,331 CORTLAND AVE,94110,US,37.739228,-122.417988,,paulies-pickling-san-francisco,,,
JE,4359,SF MIX,4086 18TH ST,94114,US,37.760963,-122.434694,,http://www.yelp.com/biz/the-mix-san-francisco#query:SF%20MIX,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:4359,,"http://www.yelp.com/search?find_desc=SF MIX#find_loc=4086 18TH ST,sf"
,66703,TEAWAY,2250 IRVING ST,94122,US,37.763416,-122.481963,,teaway-san-francisco-2,,,
kl,1438,CABLE CAR COFFEE CO,1 HALLIDIE PLAZA,94102,US,37.783658,-122.408568,,-unmatched,,,
,16441,HAWAIIAN DRIVE INN,2600 SAN BRUNO AVE,94134,US,37.728718,-122.404101,,hawaiian-drive-inn-san-francisco-2,,,
LD,3861,CINCO DE MAYO TAQUERIA & GROCERY,2426 SAN BRUNO AVE,94134,US,37.731788,-122.405381,,http://www.yelp.com/biz/cinco-de-mayo-taqueria-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:3861,,"http://www.yelp.com/search?find_desc=CINCO DE MAYO TAQUERIA & GROCERY#find_loc=2426 SAN BRUNO AVE,sf"
SM,7618,TEDDY GROCERY,298 TEDDY ST,94134,US,37.715194,-122.408524,,Unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:7618,,"http://www.yelp.com/search?find_desc=TEDDY GROCERY#find_loc=298 TEDDY ST,sf"
,36843,CUP & CAKE CAFE,3500 GEARY BLVD,94118,US,37.781447,-122.456821,,cup-and-cake-cafe-san-francisco,,,
,6686,CHEVRON #1539,1288 19TH AVE,94122,US,37.763802,-122.477186,14155731044,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:6686,,"http://www.yelp.com/search?find_desc=CHEVRON #1539#find_loc=1288 19TH AVE,sf"
JN,67943,TEAVANA CORPORATION,865 MARKET ST #324,94103,US,37.784317,-122.407563,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:67943,,"http://www.yelp.com/search?find_desc=TEAVANA CORPORATION#find_loc=865 MARKET ST #324,sf"
,65432,HECHO,191 SUTTER ST,94104,US,37.789834,-122.403538,,hecho-san-francisco,,,
JE,5628,AT&T - DERBY GRILL- ROOM 5323/VIEW [145158],24  PL,94107,US,37.757923,-122.393914,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5628,,"http://www.yelp.com/search?find_desc=AT&T - DERBY GRILL- ROOM 5323/VIEW [145158]#find_loc=24  PL,sf"
,69403,LOLINDA,2518 MISSION ST,94110,US,37.756698,-122.418951,,lolinda-san-francisco,,,
,104,INO SUSHI,22 PEACE PLAZA  #510,94115,US,37.785018,-122.429587,14155923121,ino-sushi-san-francisco,,,
,2362,NICARAGUA RESTAURANT,3015  MISSION ST,94110,US,37.748757,-122.418047,14155823672,nicaragua-restaurant-san-francisco,,,
,3540,WILDFLOWER CAFÉ,411 SANSOME ST,94111,US,37.794164,-122.401294,,wildflower-cafe-san-francisco,,,
LD,3838,CAFE PICARO,3120 16TH ST,94103,US,37.764908,-122.422442,14155434089,http://www.yelp.com/biz/picaro-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:3838,,"http://www.yelp.com/search?find_desc=CAFE PICARO#find_loc=3120 16TH ST,sf"
SS,4868,NABILA'S HAYES VALLEY HEALTH FOOD,559 HAYES ST,94102,US,37.776524,-122.425607,,http://www.yelp.com/biz/nabilas-health-foods-san-francisco#query:NABILA%27S%20HAYES%20VALLEY%20HEALTH%20FOOD,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:4868,,"http://www.yelp.com/search?find_desc=NABILA'S HAYES VALLEY HEALTH FOOD#find_loc=559 HAYES ST,sf"
AG,66442,EAST & WEST GOURMET AFGHAN FOOD,2901 DIAMOND ST,94112,US,,,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:66442,,"http://www.yelp.com/search?find_desc=EAST & WEST GOURMET AFGHAN FOOD#find_loc=2901 DIAMOND ST,sf"
JE,5719,CP - ROOM E20,CANDLESTICK PARK  E20,94124,US,37.712613,-122.387477,14155468570,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5719,,"http://www.yelp.com/search?find_desc=CP - ROOM E20#find_loc=CANDLESTICK PARK  E20,sf"
,33730,GASTRONOM DELI,5801 GEARY BLVD,94122,US,37.780153,-122.481669,,gastronom-deli-and-bakery-san-francisco-2,,,
AG,65803,"VIET DUONG CO., LTD.",ONE BUSH PLAZA,,US,,,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:65803,,"http://www.yelp.com/search?find_desc=VIET DUONG CO., LTD.#find_loc=ONE BUSH PLAZA,sf"
SM,12001,CAHEE'S CATERING,4801 03RD ST,,US,37.734734,-122.390599,,unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:12001,,"http://www.yelp.com/search?find_desc=CAHEE'S CATERING#find_loc=4801 03RD ST,sf"
,67174,CYBERNET ENTERTAINMENT,1800 MISSION ST,94103,US,37.768168,-122.419995,,cybernet-entertainment-san-francisco,,,
,226,GRUMPY'S AMERICAN PUB,125 VALLEJO ST,94111,US,37.799594,-122.400586,,grumpys-american-pub-san-francisco,,,
KC,5519,AT&T - (J-3A) BEN & JERRY'S,24 WILLIE MAYS PLAZA,94107,US,,,,unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5519,,"http://www.yelp.com/search?find_desc=AT&T - (J-3A) BEN & JERRY'S#find_loc=24 WILLIE MAYS PLAZA,sf"
,3420,MCDONALDS,345 BAYSHORE BLVD,94124,US,37.742331,-122.405736,,mcdonalds-san-francisco-2,,,
,16279,THE LELAND TEA COMPANY,1416 BUSH ST,94109,US,37.788678,-122.420593,,leland-tea-company-san-francisco,,,
,257,JOE'S CABLE CAR RESTAURANT,4320 MISSION ST,94112,US,37.728343,-122.431722,14155336699,joes-cable-car-restaurant-san-francisco,,,
,3987,BLOOMS SALOON,1318 18TH ST,94107,US,37.762684,-122.395768,,blooms-saloon-san-francisco,,,
,57628,CAFÉ ENCHANTE,6157 GEARY BLVD,94121,US,37.779953,-122.485327,,cafe-enchante-san-francisco,,,
LR,68698,THE ARMORY CLUB,290 14TH ST,94103,US,37.773835,-122.411788,14155850771,http://www.yelp.com/biz/the-armory-club-san-francisco-2,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:68698,,"http://www.yelp.com/search?find_desc=THE ARMORY CLUB#find_loc=290 14TH ST,sf"
AG,4947,AVENUE FINE FOODS,1837 PACIFIC AVE,94109,US,37.794494,-122.425527,14155294840,http://www.yelp.com/biz/avenue-fine-food-market-san-francisco#query:AVENUE%20FINE%20FOODS,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:4947,,"http://www.yelp.com/search?find_desc=AVENUE FINE FOODS#find_loc=1837 PACIFIC AVE,sf"
JN,68056,ANDRONICO'S COMMITY MARKETS,1200 IRVING ST,94122,US,37.763858,-122.471122,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:68056,,"http://www.yelp.com/search?find_desc=ANDRONICO'S COMMITY MARKETS#find_loc=1200 IRVING ST,sf"
,63429,YAKINIQ,1640 POST ST 2ND FLOOR,94115,US,37.785738,-122.428824,,yakiniq-bbq-san-francisco,,,
,67871,MISSION DOLORES ACADEMY,3371 16TH ST,94114,US,37.764488,-122.428031,,mission-dolores-academy-san-francisco,,,
,65103,LITTLE WOK,2675 OCEAN AVE,94132,US,37.732104,-122.474241,,little-wok-san-francisco,,,
AG,3260,KENTUCKY FRIED CHICKEN,2040 OCEAN AVE,94127,US,37.726337,-122.465031,14155580566,http://www.yelp.com/biz/taco-bell-kfc-san-francisco-3,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:3260,,"http://www.yelp.com/search?find_desc=KENTUCKY FRIED CHICKEN#find_loc=2040 OCEAN AVE,sf"
,63940,MI PUEBLITO MARKET,2765 MISSION ST,94110,US,37.752813,-122.418496,,mi-pueblito-market-san-francisco,,,
,3728,"GOLD CLUB, THE",650 HOWARD ST,94105,US,37.785784,-122.399569,,gold-club-san-francisco,,,
JE,6175,MOSCONE CENTER - GIFT,747 HOWARD ST,94103,US,37.784128,-122.401533,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:6175,,"http://www.yelp.com/search?find_desc=MOSCONE CENTER - GIFT#find_loc=747 HOWARD ST,sf"
,59987,BAR 821,821 DIVISADERO ST,94117,US,37.777059,-122.438272,,bar-821-san-francisco,,,
MW,70324,"EAT IT UP, BUTTER CUP!",HUNTERS POINT BLDG. 110 SHIPYARD,,US,,,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:70324,duplicate,"http://www.yelp.com/search?find_desc=EAT IT UP, BUTTER CUP!#find_loc=HUNTERS POINT BLDG. 110 SHIPYARD,sf"
SM,616,BEEP'S BURGER,1051 OCEAN AVE,94112,US,37.723414,-122.453867,,beeps-burgers-san-francisco,,,
,3864,3RD STREET GRILL,695 03RD ST,94107,US,37.779063,-122.392952,,3rd-street-grill-san-francisco,,,
,36534,JEWISH COMMUNITY CENTER OF SAN FRANCISCO,3200 CALIFORNIA,94118,US,37.787218,-122.447403,,jewish-community-center-of-san-francisco-san-francisco,,,
,1267,360 GOURMET BURRITOS,1 MARKET ST,94105,US,37.794347,-122.394932,,360-degrees-gourmet-burritos-san-francisco-2,,,
,65623,MODERN THAI,1247 POLK ST,94109,US,37.788493,-122.420294,,modern-thai-san-francisco,,,
,24159,THE HOLE IN THE WALL SALOON,1369 FOLSOM ST,94103,US,37.773072,-122.412416,14155511456,hole-in-the-wall-saloon-san-francisco,,,
,26029,CAFÉ GRATITUDE,160 14TH ST,94103,US,37.768518,-122.417077,,cafe-gratitude-catering-san-francisco,,,
,61389,VIETNAM HOUSE RESTAURANT,642 EDDY ST,94109,US,37.783228,-122.418254,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:61389,,"http://www.yelp.com/search?find_desc=VIETNAM HOUSE RESTAURANT#find_loc=642 EDDY ST,sf"
LD,37287,GOLDEN OCEAN QUICKLY,1039 OCEAN AVE,94112,US,37.723307,-122.45353,14155336959,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:37287,,"http://www.yelp.com/search?find_desc=GOLDEN OCEAN QUICKLY#find_loc=1039 OCEAN AVE,sf"
,68891,LOCAL EDITION,691 MARKET ST,94103,US,,,,local-edition-san-francisco,,,
,58945,THE BUTLER & THE CHEF BISTRO,155A SOUTH PARK ST,94107,US,37.780944,-122.394412,,the-butler-and-the-chef-bistro-san-francisco,,,
,61471,RUCHI,474 03RD ST,94107,US,37.781494,-122.396179,,ruchi-san-francisco,,,
AG,65392,CANTATA COFFEE SHOP,1708 HAIGHT ST,94117,US,37.769616,-122.450366,,http://www.yelp.com/biz/cantata-coffee-company-san-francisco#query:CANTATA%20COFFEE%20SHOP,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:65392,,"http://www.yelp.com/search?find_desc=CANTATA COFFEE SHOP#find_loc=1708 HAIGHT ST,sf"
LR,2613,ESCAPE FROM N.Y. PIZZA,508 CASTRO ST,94114,US,37.760656,-122.43505,14155251515,http://www.yelp.com/biz/escape-from-new-york-pizza-san-francisco-2,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:2613,,"http://www.yelp.com/search?find_desc=ESCAPE FROM N.Y. PIZZA#find_loc=508 CASTRO ST,sf"
,64113,AGUILA DE ORO,5201 03RD ST,94124,US,37.730531,-122.392088,,aguila-de-oro-taqueria-san-francisco-2,,,
,809,TRIPTYCH,1155 FOLSOM ST,94103,US,37.775797,-122.409002,14155256263,triptych-san-francisco,,,
kl,1508,NONNA ROSE RESTAURANT,FOOT OF TAYLOR ST #7,94133,US,37.795202,-122.413169,,nonna-rose-seafood-trattoria-san-francisco,,,
,1813,CESARIO,601 SUTTER ST,94102,US,37.788943,-122.410517,,cesarios-san-francisco,,,
,5837,MCKINLEY ELEMENTARY SCHOOL,1025 14TH ST,94114,US,37.767231,-122.436377,14155246300,mckinley-elementary-school-san-francisco,,,
,64194,"EBBETT'S GOOD TO GO, INC.",OFF THE GRID-CIVIC CENTER/CITY HALL,,US,0,0,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:64194,,"http://www.yelp.com/search?find_desc=EBBETT'S GOOD TO GO, INC.#find_loc=OFF THE GRID-CIVIC CENTER/CITY HALL,sf"
,3283,WESTERN PARK APARTMENTS,1280 LAGUNA ST,94109,US,37.782657,-122.427487,,western-park-apartments-san-francisco,,,
,4539,PEET'S COFFEE & TEA,054 WEST PORTAL AVE,94127,US,37.740283,-122.466459,14155730375,peets-coffee-and-tea-san-francisco-8,,,
kl,1778,PIZZA INFERNO RESTAURANT & BAR,1800 SUTTER ST,94115,US,37.786498,-122.430283,14155771800,pizza-inferno-restaurant-and-bar-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:1778,wrong address on this sheet,
,32579,PEET'S COFFEE & TEA,5201 GEARY BLVD,94118,US,37.780443,-122.475259,,peets-coffee-and-tea-san-francisco-18,,,
,61823,SUSHI DELIGHT,1946 MARKET ST,94102,US,37.770184,-122.425728,,sushi-delight-san-francisco-2,,,
SY,64525,LOVING HUT VEGAN CUISINE,524 IRVING ST,94122,US,37.764188,-122.463592,,http://www.yelp.com/biz/loving-hut-san-francisco-2,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:64525,,"http://www.yelp.com/search?find_desc=LOVING HUT VEGAN CUISINE#find_loc=524 IRVING ST,sf"
,9677,SUGAR BOWL,2238 GEARY BLVD,94115,US,37.783198,-122.440983,,sugar-bowl-bakery-and-restaurant-san-francisco-6,,,
SM,12285,ARAMARK COFFEE KIOSK,3555 CESAR CHAVEZ,,US,37.748118,-122.420474,,unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:12285,,"http://www.yelp.com/search?find_desc=ARAMARK COFFEE KIOSK#find_loc=3555 CESAR CHAVEZ,sf"
,18996,RITUAL COFFEE ROASTERS,1026 VALENCIA ST,94110,US,37.756427,-122.421094,,ritual-coffee-roasters-san-francisco,,,
AG,65181,MOLLIE STONE'S CASTRO MARKET,4201 18TH ST,94114,US,37.760773,-122.436389,,http://www.yelp.com/biz/mollie-stones-san-francisco-5,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:65181,,"http://www.yelp.com/search?find_desc=MOLLIE STONE'S CASTRO MARKET#find_loc=4201 18TH ST,sf"
SM,559,WO'S RESTAURANT,4005 JUDAH ST,94122,US,37.760433,-122.505019,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:559,,
,35784,THAILAND RESTAURANT,438A CASTRO ST,94114,US,37.761757,-122.435151,,thailand-restaurant-san-francisco,,,
,60589,AMAL'S DELI,1416 HAIGHT ST,94117,US,37.770158,-122.445934,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:60589,,"http://www.yelp.com/search?find_desc=AMAL'S DELI#find_loc=1416 HAIGHT ST,sf"
,39809,MADRONE LOUNGE,500 DIVISADERO ST,94117,US,37.774101,-122.437536,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:39809,,"http://www.yelp.com/search?find_desc=MADRONE LOUNGE#find_loc=500 DIVISADERO ST,sf"
LR,68769,MAITE CATERING & EVENTS,2948 FOLSON ST,94110,US,37.750134,-122.413935,,http://www.yelp.com/biz/maite-catering-and-events-san-francisco-2,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:68769,,"http://www.yelp.com/search?find_desc=MAITE CATERING & EVENTS#find_loc=2948 FOLSON ST,sf"
,59338,SOI GOW THAI NOODLE CAFÉ,1319 09TH AVE,94122,US,37.758941,-122.48591,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:59338,,"http://www.yelp.com/search?find_desc=SOI GOW THAI NOODLE CAFÉ#find_loc=1319 09TH AVE,sf"
,83,CHEZ MAMAN,1453 18TH ST,94107,US,37.762513,-122.397169,14155378680,chez-maman-san-francisco,,,
SM,10046,MISSION BAY CONVALENCENT HOSPITAL,331 PENNSYLVANIA AV.,,US,37.76242,-122.393426,14155643587,mission-bay-convalescent-hospital-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:10046,,"http://www.yelp.com/search?find_desc=MISSION BAY CONVALENCENT HOSPITAL#find_loc=331 PENNSYLVANIA AV.,sf"
,3678,ROUND TABLE PIZZA,737 PORTOLA DR,94127,US,37.744168,-122.453479,14155689595,round-table-pizza-san-francisco-4,,,
LD,5272,PAN-O-RAMA,500 FLORIDA ST,94110,US,37.762921,-122.411254,,http://www.yelp.com/biz/panorama-baking-company-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5272,,"http://www.yelp.com/search?find_desc=PAN-O-RAMA#find_loc=500 FLORIDA ST,sf"
,64648,26 MIX,3024 MISSION ST,94110,US,37.748825,-122.418161,,club-26-mix-san-francisco,,,
,2934,LOU'S FISH SHACK,300 JEFFERSON ST,94133,US,,,,lous-fish-shack-san-francisco,,,
SM,10333,ROLI ROTI,1 UNITED NATIONS PLAZA,94102,US,37.780485,-122.413507,,unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:10333,,"http://www.yelp.com/search?find_desc=ROLI ROTI#find_loc=1 UNITED NATIONS PLAZA,sf"
JN,81,CLUB ED/BON APPETIT,2350 TURK ST,94117,US,37.778468,-122.448484,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:81,,
,1170,PAKWAN,501 O'FARRELL ST,94102,US,37.785753,-122.413158,,pakwan-san-francisco-2,,,
SM,10540,SLANTED DOOR RESTAURANT,1 FERRY BUILDING #3,94111,US,37.795225,-122.39377,,the-slanted-door-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:10540,,"http://www.yelp.com/search?find_desc=SLANTED DOOR RESTAURANT#find_loc=1 FERRY BUILDING #3,sf"
luther,69574,FRONT CAFÉ LLC,150 MISSISSIPPI ST,94107,US,37.764597,-122.394862,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:69574,,"http://www.yelp.com/search?find_desc=FRONT CAFÉ LLC#find_loc=150 MISSISSIPPI ST,sf"
MW,69813,THE MISSION OYSTER BAR SEAFOOD REST. & MKT.T,2282 MISSION ST,94110,US,,,14155217250,http://www.yelp.com/biz/mission-street-oyster-bar-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:69813,,"http://www.yelp.com/search?find_desc=THE MISSION OYSTER BAR SEAFOOD REST. & MKT.T#find_loc=2282 MISSION ST,sf"
JE,5662,AT&T - DIAMOND NUT ROASTING CART #2,24 WILLIE MAYS PL,94107,US,,,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5662,,"http://www.yelp.com/search?find_desc=AT&T - DIAMOND NUT ROASTING CART #2#find_loc=24 WILLIE MAYS PL,sf"
,1103,STARBUCKS COFFEE,4094 18TH ST,94114,US,37.760938,-122.434692,,starbucks-coffee-san-francisco-79,,,
LD,36178,SUBWAY SANDWICHES,408 MONTGOMERY ST,94104,US,37.793117,-122.402706,,http://www.yelp.com/biz/subway-san-francisco-62,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:36178,,"http://www.yelp.com/search?find_desc=SUBWAY SANDWICHES#find_loc=408 MONTGOMERY ST,sf"
luther,69281,FAIRMONT HOTEL SAN FRANCISCO - MAIN KITCHEN,950 MASON ST,94108,US,37.792314,-122.410821,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:69281,,"http://www.yelp.com/search?find_desc=FAIRMONT HOTEL SAN FRANCISCO - MAIN KITCHEN#find_loc=950 MASON ST,sf"
,7394,TORINO MARKET,4830 03RD ST,94124,US,37.734392,-122.390972,,torino-grocery-market-and-pizzeria-san-francisco,,,
SM,11047,HANARO BAR,939 GEARY ST.,94109,US,37.785975,-122.418742,,hanaro-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:11047,,"http://www.yelp.com/search?find_desc=HANARO BAR#find_loc=939 GEARY ST.,sf"
,66580,AVEDANO'S MEATS,432 OCTAVIA,,US,37.775065,-122.424078,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:66580,,"http://www.yelp.com/search?find_desc=AVEDANO'S MEATS#find_loc=432 OCTAVIA,sf"
,63047,ROAM ARTISAN BURGERS,1785 UNION ST,94123,US,37.797954,-122.428477,14155414247,roam-artisan-burgers-san-francisco,,,
JE,5643,AT&T - GILROY GARLIC FRIES ROOM 2118 [145175],24 WILLIE MAYS PLAZA 2.13.03,94107,US,37.778382,-122.391151,14155971500,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5643,,"http://www.yelp.com/search?find_desc=AT&T - GILROY GARLIC FRIES ROOM 2118 [145175]#find_loc=24 WILLIE MAYS PLAZA 2.13.03,sf"
MNW,63303,MY FATHER'S KITCHEN LLC,1655 DIVISADERO ST,94115,US,37.785013,-122.439844,,UNMATCHED,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:63303,,"http://www.yelp.com/search?find_desc=MY FATHER'S KITCHEN LLC#find_loc=1655 DIVISADERO ST,sf"
